id,gpu_name,url,graphics_processor-gpu_name,graphics_processor-gpu_variant,graphics_processor-architecture,graphics_processor-foundry,graphics_processor-process_size,graphics_processor-transistors,graphics_processor-die_size,graphics_card-release_date,graphics_card-availability,graphics_card-generation,graphics_card-predecessor,graphics_card-successor,graphics_card-production,graphics_card-launch_price,graphics_card-current_price,graphics_card-bus_interface,graphics_card-reviews,clock_speeds-base_clock,clock_speeds-boost_clock,clock_speeds-soc_clock,clock_speeds-uvd_clock,clock_speeds-memory_clock,memory-memory_size,memory-memory_type,memory-memory_bus,memory-bandwidth,render_config-shading_units,render_config-tmus,render_config-rops,render_config-compute_units,render_config-rt_cores,render_config-l0_cache,render_config-l1_cache,render_config-l2_cache,render_config-l3_cache,theoretical_performance-pixel_rate,theoretical_performance-texture_rate,theoretical_performance-fp16_(half)_performance,theoretical_performance-fp32_(float)_performance,theoretical_performance-fp64_(double)_performance,board_design-slot_width,board_design-length,board_design-width,board_design-height,board_design-tdp,board_design-suggested_psu,board_design-outputs,board_design-power_connectors,board_design-part_number,board_design-board_number,graphics_features-directx,graphics_features-opengl,graphics_features-opencl,graphics_features-vulkan,graphics_features-pixel_shader,graphics_features-vertex_shader,stock
96,Intel HD Graphics P530,https://www.techpowerup.com/gpu-specs/hd-graphics-p530.c2793,Skylake GT2,,Generation 9.0,Intel,14 nm+,unknown,123 mm²,"Sep 1st, 2015",,"HD Graphics-W
(Skylake)",,,Active,,,Ring Bus,2 in our database,350 MHz,1000 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192.0,16,3,,,,,,,3.000 GPixel/s,16.00 GTexel/s,768.0 GFLOPS (2:1),384.0 GFLOPS,96.00 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,6
97,Intel Iris Graphics 540,https://www.techpowerup.com/gpu-specs/iris-graphics-540.c2786,Skylake GT3e,,Generation 9.0,Intel,14 nm+,unknown,unknown,"Sep 1st, 2015",,"HD Graphics-M
(Skylake)",,,Active,,,Ring Bus,2 in our database,300 MHz,1000 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,384.0,48,6,,,,,,,6.000 GPixel/s,48.00 GTexel/s,,768.0 GFLOPS,,IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,6
98,Intel Iris Graphics 550,https://www.techpowerup.com/gpu-specs/iris-graphics-550.c2787,Skylake GT3e,,Generation 9.0,Intel,14 nm+,unknown,unknown,"Sep 1st, 2015",,"HD Graphics-M
(Skylake)",,,Active,,,Ring Bus,2 in our database,300 MHz,1000 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,384.0,48,6,,,,,,,6.000 GPixel/s,48.00 GTexel/s,1.536 TFLOPS (2:1),768.0 GFLOPS,192.0 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,4
99,Intel Iris Pro Graphics 580,https://www.techpowerup.com/gpu-specs/iris-pro-graphics-580.c2788,Skylake GT4e,,Generation 9.0,Intel,14 nm+,unknown,unknown,"Sep 1st, 2015",,"HD Graphics-M
(Skylake)",,,Active,,,Ring Bus,2 in our database,350 MHz,950 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,576.0,72,9,,,,,,,8.550 GPixel/s,68.40 GTexel/s,2.189 TFLOPS (2:1),"1,094 GFLOPS",273.6 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,4
100,Intel Iris Pro Graphics P555,https://www.techpowerup.com/gpu-specs/iris-pro-graphics-p555.c3220,Skylake GT3e,,Generation 9.0,Intel,14 nm+,unknown,unknown,"Sep 1st, 2015",,"HD Graphics-W
(Skylake)",,,Active,,,Ring Bus,2 in our database,350 MHz,1000 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,384.0,48,6,,,,,,,6.000 GPixel/s,48.00 GTexel/s,1.536 TFLOPS (2:1),768.0 GFLOPS,192.0 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,9
101,Intel Iris Pro Graphics P580,https://www.techpowerup.com/gpu-specs/iris-pro-graphics-p580.c2794,Skylake GT4e,,Generation 9.0,Intel,14 nm+,unknown,unknown,"Sep 1st, 2015",,"HD Graphics-W
(Skylake)",,,Active,,,Ring Bus,2 in our database,350 MHz,1000 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,576.0,72,9,,,,,,,9.000 GPixel/s,72.00 GTexel/s,2.304 TFLOPS (2:1),"1,152 GFLOPS",288.0 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,3
102,Intel Iris Pro Graphics P580,https://www.techpowerup.com/gpu-specs/iris-pro-graphics-p580.c3606,Skylake GT4e,,Generation 9.0,Intel,14 nm+,unknown,unknown,"Sep 1st, 2015",,"HD Graphics-WM
(Skylake)",,,Active,,,Ring Bus,2 in our database,350 MHz,1050 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,576.0,72,9,,,,,,,9.450 GPixel/s,75.60 GTexel/s,2.419 TFLOPS (2:1),"1,210 GFLOPS",302.4 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,8
103,Intel HD Graphics 505,https://www.techpowerup.com/gpu-specs/hd-graphics-505.c3155,Apollo Lake GT1.5,,Generation 9.0,Intel,14 nm,unknown,unknown,"Sep 1st, 2016",,"HD Graphics-T
(Goldmont)",,,Active,,,Ring Bus,2 in our database,200 MHz,650 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,144.0,18,3,,,,,,,1.950 GPixel/s,11.70 GTexel/s,,187.2 GFLOPS,23.40 GFLOPS (1:8),IGP,,,,6 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,1
104,Intel HD Graphics 610,https://www.techpowerup.com/gpu-specs/hd-graphics-610.c3102,Kaby Lake GT1,,Generation 9.5,Intel,14 nm++,unknown,unknown,"Aug 30th, 2016",,"HD Graphics-M
(Kaby Lake)",,,Active,,,Ring Bus,2 in our database,300 MHz,900 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,96.0,12,2,,,,,,,1.800 GPixel/s,10.80 GTexel/s,345.6 GFLOPS (2:1),172.8 GFLOPS,43.20 GFLOPS (1:4),IGP,,,,5 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,2
105,Intel HD Graphics 610,https://www.techpowerup.com/gpu-specs/hd-graphics-610.c3021,Kaby Lake GT1,,Generation 9.5,Intel,14 nm++,unknown,unknown,"Aug 30th, 2016",,"HD Graphics
(Kaby Lake)",,,Active,,,Ring Bus,2 in our database,350 MHz,1050 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,96.0,12,2,,,,,,,2.100 GPixel/s,12.60 GTexel/s,403.2 GFLOPS (2:1),201.6 GFLOPS,50.40 GFLOPS (1:4),IGP,,,,5 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,2
106,Intel HD Graphics 615,https://www.techpowerup.com/gpu-specs/hd-graphics-615.c2910,Kaby Lake GT2,,Generation 9.5,Intel,14 nm++,unknown,unknown,"Aug 30th, 2016",,"HD Graphics-M
(Kaby Lake)",,,Active,,,Ring Bus,2 in our database,300 MHz,850 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192.0,24,3,,,,,,,2.550 GPixel/s,20.40 GTexel/s,652.8 GFLOPS (2:1),326.4 GFLOPS,81.60 GFLOPS (1:4),IGP,,,,5 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,0
107,Intel HD Graphics 620,https://www.techpowerup.com/gpu-specs/hd-graphics-620.c2911,Kaby Lake GT2,,Generation 9.5,Intel,14 nm++,unknown,unknown,"Aug 30th, 2016",,"HD Graphics-M
(Kaby Lake)",,,Active,,,Ring Bus,2 in our database,300 MHz,1000 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192.0,24,3,,,,,,,3.000 GPixel/s,24.00 GTexel/s,768.0 GFLOPS (2:1),384.0 GFLOPS,96.00 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,7
108,Intel HD Graphics 630,https://www.techpowerup.com/gpu-specs/hd-graphics-630.c2961,Kaby Lake GT2,,Generation 9.5,Intel,14 nm++,unknown,unknown,"Aug 30th, 2016",,"HD Graphics-M
(Kaby Lake)",,,Active,,,Ring Bus,2 in our database,350 MHz,1000 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192.0,24,3,,,,,,,3.000 GPixel/s,24.00 GTexel/s,768.0 GFLOPS (2:1),384.0 GFLOPS,96.00 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,10
109,Intel HD Graphics 630,https://www.techpowerup.com/gpu-specs/hd-graphics-630.c2962,Kaby Lake GT2,,Generation 9.5,Intel,14 nm++,unknown,unknown,"Aug 30th, 2016",,"HD Graphics
(Kaby Lake)",,,Active,,,Ring Bus,2 in our database,350 MHz,1000 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192.0,24,3,,,,,,,3.000 GPixel/s,24.00 GTexel/s,768.0 GFLOPS (2:1),384.0 GFLOPS,96.00 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,3
110,Intel HD Graphics P630,https://www.techpowerup.com/gpu-specs/hd-graphics-p630.c2965,Kaby Lake GT2,,Generation 9.5,Intel,14 nm++,unknown,unknown,"Aug 5th, 2016",,"HD Graphics-WM
(Kaby Lake)",,,Active,,,Ring Bus,2 in our database,350 MHz,1100 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192.0,24,3,,,,,,,3.300 GPixel/s,26.40 GTexel/s,844.8 GFLOPS (2:1),422.4 GFLOPS,105.6 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,10
111,Intel Iris Plus Graphics 640,https://www.techpowerup.com/gpu-specs/iris-plus-graphics-640.c2963,Kaby Lake GT3e,,Generation 9.5,Intel,14 nm++,unknown,unknown,"Jan 3rd, 2017",,"HD Graphics-M
(Kaby Lake)",,,Active,,,Ring Bus,2 in our database,300 MHz,1100 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,384.0,48,6,,,,,,,6.600 GPixel/s,52.80 GTexel/s,1.690 TFLOPS (2:1),844.8 GFLOPS,211.2 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,4
112,Intel Iris Plus Graphics 650,https://www.techpowerup.com/gpu-specs/iris-plus-graphics-650.c2964,Kaby Lake GT3e,,Generation 9.5,Intel,14 nm++,unknown,unknown,"Jan 3rd, 2017",,"HD Graphics-M
(Kaby Lake)",,,Active,,,Ring Bus,2 in our database,300 MHz,1150 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,384.0,48,6,,,,,,,6.900 GPixel/s,55.20 GTexel/s,1.766 TFLOPS (2:1),883.2 GFLOPS,220.8 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,0
113,Intel UHD Graphics 600,https://www.techpowerup.com/gpu-specs/uhd-graphics-600.c3065,Gemini Lake GT1,,Generation 9.5,Intel,14 nm,unknown,unknown,"Dec 11th, 2017",,"HD Graphics-T
(Goldmont Plus)",,,Active,,,Ring Bus,2 in our database,200 MHz,650 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,96.0,12,2,,,,,,,1.300 GPixel/s,7.800 GTexel/s,249.6 GFLOPS (2:1),124.8 GFLOPS,31.20 GFLOPS (1:4),IGP,,,,5 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,7
114,Intel UHD Graphics 605,https://www.techpowerup.com/gpu-specs/uhd-graphics-605.c3101,Gemini Lake GT1.5,,Generation 9.5,Intel,14 nm,unknown,unknown,"Dec 11th, 2017",,"HD Graphics-T
(Goldmont Plus)",,,Active,,,Ring Bus,2 in our database,200 MHz,750 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,144.0,18,3,,,,,,,2.250 GPixel/s,13.50 GTexel/s,432.0 GFLOPS (2:1),216.0 GFLOPS,54.00 GFLOPS (1:4),IGP,,,,5 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,9
115,Intel UHD Graphics 620,https://www.techpowerup.com/gpu-specs/uhd-graphics-620.c2909,Kaby Lake GT2,,Generation 9.5,Intel,14 nm++,unknown,unknown,"Sep 1st, 2017",,"HD Graphics-M
(Kaby Lake Refresh)",,,Active,,,Ring Bus,2 in our database,300 MHz,1000 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192.0,24,3,,,,,,,3.000 GPixel/s,24.00 GTexel/s,768.0 GFLOPS (2:1),384.0 GFLOPS,96.00 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,7
116,Intel UHD Graphics 630,https://www.techpowerup.com/gpu-specs/uhd-graphics-630.c3105,Coffee Lake GT2,,Generation 9.5,Intel,14 nm+++,unknown,unknown,"Sep 1st, 2017",,"HD Graphics
(Coffee Lake)",,,Active,,,Ring Bus,2 in our database,350 MHz,1050 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192.0,24,3,,,,,,,3.150 GPixel/s,25.20 GTexel/s,806.4 GFLOPS (2:1),403.2 GFLOPS,100.8 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,7
117,Intel UHD Graphics 630,https://www.techpowerup.com/gpu-specs/uhd-graphics-630.c3107,Coffee Lake GT2,,Generation 9.5,Intel,14 nm+++,unknown,unknown,"Sep 1st, 2017",,"HD Graphics
(Coffee Lake)",,,Active,,,Ring Bus,2 in our database,350 MHz,1050 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,184.0,23,3,,,,,,,3.150 GPixel/s,24.15 GTexel/s,772.8 GFLOPS (2:1),386.4 GFLOPS,96.60 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,0
118,Intel Iris Plus Graphics 655,https://www.techpowerup.com/gpu-specs/iris-plus-graphics-655.c3221,Coffee Lake GT3e,,Generation 9.5,Intel,14 nm+++,unknown,unknown,"Apr 3rd, 2018",,"HD Graphics-M
(Coffee Lake)",,,Active,,,Ring Bus,2 in our database,300 MHz,1050 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,384.0,48,6,,,,,,,6.300 GPixel/s,50.40 GTexel/s,1.613 TFLOPS (2:1),806.4 GFLOPS,201.6 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,0
119,Intel UHD Graphics 610,https://www.techpowerup.com/gpu-specs/uhd-graphics-610.c3453,Coffee Lake GT1,,Generation 9.5,Intel,14 nm+++,unknown,unknown,"Apr 3rd, 2018",,"HD Graphics-M
(Coffee Lake)",,,Active,,,Ring Bus,2 in our database,300 MHz,900 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,96.0,12,2,,,,,,,1.800 GPixel/s,10.80 GTexel/s,345.6 GFLOPS (2:1),172.8 GFLOPS,43.20 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,7
120,Intel UHD Graphics 610,https://www.techpowerup.com/gpu-specs/uhd-graphics-610.c3313,Coffee Lake GT1,,Generation 9.5,Intel,14 nm+++,unknown,unknown,"Apr 3rd, 2018",,"HD Graphics
(Coffee Lake)",,,Active,,,Ring Bus,2 in our database,350 MHz,1050 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,96.0,12,2,,,,,,,2.100 GPixel/s,12.60 GTexel/s,403.2 GFLOPS (2:1),201.6 GFLOPS,50.40 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,6
121,Intel UHD Graphics 615,https://www.techpowerup.com/gpu-specs/uhd-graphics-615.c3370,Amber Lake GT2,,Generation 9.5,Intel,14 nm,unknown,unknown,"Nov 7th, 2018",,"HD Graphics-T
(Amber Lake)",,,Active,,,Ring Bus,2 in our database,300 MHz,900 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192.0,24,3,,,,,,,2.700 GPixel/s,21.60 GTexel/s,691.2 GFLOPS (2:1),345.6 GFLOPS,86.40 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,1
122,Intel UHD Graphics 617,https://www.techpowerup.com/gpu-specs/uhd-graphics-617.c3338,Amber Lake GT2,,Generation 9.5,Intel,14 nm,unknown,unknown,"Nov 7th, 2018",,"HD Graphics-T
(Amber Lake)",,,Active,,,Ring Bus,2 in our database,300 MHz,1050 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192.0,24,3,,,,,,,3.150 GPixel/s,25.20 GTexel/s,806.4 GFLOPS (2:1),403.2 GFLOPS,100.8 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,0
123,Intel UHD Graphics 620,https://www.techpowerup.com/gpu-specs/uhd-graphics-620.c3381,Whiskey Lake GT2,,Generation 9.5,Intel,14 nm,unknown,unknown,"Aug 28th, 2018",,"HD Graphics-M
(Whiskey Lake)",,,Active,,,Ring Bus,2 in our database,300 MHz,1000 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192.0,24,3,,,,,,,3.000 GPixel/s,24.00 GTexel/s,768.0 GFLOPS (2:1),384.0 GFLOPS,96.00 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,1
124,Intel UHD Graphics 630,https://www.techpowerup.com/gpu-specs/uhd-graphics-630.c3262,Coffee Lake GT2,,Generation 9.5,Intel,14 nm+++,unknown,unknown,"Apr 3rd, 2018",,"HD Graphics-M
(Coffee Lake)",,,Active,,,Ring Bus,2 in our database,350 MHz,1000 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192.0,24,3,,,,,,,3.000 GPixel/s,24.00 GTexel/s,768.0 GFLOPS (2:1),384.0 GFLOPS,96.00 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,7
125,Intel UHD Graphics P630,https://www.techpowerup.com/gpu-specs/uhd-graphics-p630.c3605,Coffee Lake GT2,,Generation 9.5,Intel,14 nm+++,unknown,unknown,"May 24th, 2018",,"HD Graphics-W
(Coffee Lake)",,,Active,,,Ring Bus,2 in our database,350 MHz,1100 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192.0,24,3,,,,,,,3.300 GPixel/s,26.40 GTexel/s,844.8 GFLOPS (2:1),422.4 GFLOPS,105.6 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,3
126,Intel UHD Graphics P630,https://www.techpowerup.com/gpu-specs/uhd-graphics-p630.c3452,Coffee Lake GT2,,Generation 9.5,Intel,14 nm+++,unknown,unknown,"May 24th, 2018",,"HD Graphics-WM
(Coffee Lake)",,,Active,,,Ring Bus,2 in our database,350 MHz,1200 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192.0,24,3,,,,,,,3.600 GPixel/s,28.80 GTexel/s,921.6 GFLOPS (2:1),460.8 GFLOPS,115.2 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,7
127,Intel Iris Plus Graphics 645,https://www.techpowerup.com/gpu-specs/iris-plus-graphics-645.c3486,Coffee Lake GT3e,,Generation 9.5,Intel,14 nm+++,unknown,unknown,"Oct 7th, 2019",,"HD Graphics-M
(Coffee Lake)",,,Active,,,Ring Bus,2 in our database,300 MHz,1050 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,384.0,48,6,,,,,,,6.300 GPixel/s,50.40 GTexel/s,1.613 TFLOPS (2:1),806.4 GFLOPS,201.6 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,0
128,Intel Iris Plus Graphics G4,https://www.techpowerup.com/gpu-specs/iris-plus-graphics-g4.c3647,Ice Lake GT1,,Generation 11.0,Intel,10 nm+,unknown,unknown,"May 29th, 2019",,"HD Graphics-M
(Ice Lake)",,,Active,,,Ring Bus,2 in our database,300 MHz,1050 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,384.0,24,8,,,,,,,8.400 GPixel/s,25.20 GTexel/s,1.613 TFLOPS (2:1),806.4 GFLOPS,201.6 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,5
129,Intel UHD Graphics,https://www.techpowerup.com/gpu-specs/uhd-graphics.c3604,Amber Lake GT2,,Generation 9.5,Intel,14 nm,unknown,unknown,"Aug 21st, 2019",,"HD Graphics-T
(Amber Lake)",,,Active,,,Ring Bus,2 in our database,300 MHz,1050 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192.0,24,3,,,,,,,3.150 GPixel/s,25.20 GTexel/s,806.4 GFLOPS (2:1),403.2 GFLOPS,100.8 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,0
130,Intel UHD Graphics,https://www.techpowerup.com/gpu-specs/uhd-graphics.c3644,Comet Lake GT1,,Generation 9.5,Intel,14 nm+++,unknown,unknown,"Aug 21st, 2019",,"HD Graphics-M
(Comet Lake)",,,Active,,,Ring Bus,2 in our database,300 MHz,900 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192.0,24,3,,,,,,,2.700 GPixel/s,21.60 GTexel/s,691.2 GFLOPS (2:1),345.6 GFLOPS,86.40 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,1
131,Intel UHD Graphics,https://www.techpowerup.com/gpu-specs/uhd-graphics.c3484,Comet Lake GT2,,Generation 9.5,Intel,14 nm+++,unknown,unknown,"Aug 21st, 2019",,"HD Graphics-M
(Comet Lake)",,,Active,,,Ring Bus,2 in our database,300 MHz,1000 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192.0,24,3,,,,,,,3.000 GPixel/s,24.00 GTexel/s,768.0 GFLOPS (2:1),384.0 GFLOPS,96.00 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,6
132,Intel UHD Graphics G1,https://www.techpowerup.com/gpu-specs/uhd-graphics-g1.c3447,Ice Lake GT1,,Generation 11.0,Intel,10 nm+,unknown,unknown,"May 29th, 2019",,"HD Graphics-M
(Ice Lake)",,,Active,,,Ring Bus,2 in our database,300 MHz,900 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,256.0,16,8,,,,,,,7.200 GPixel/s,14.40 GTexel/s,921.6 GFLOPS (2:1),460.8 GFLOPS,115.2 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,1
133,Intel H3C XG310,https://www.techpowerup.com/gpu-specs/h3c-xg310.c3745,DG1,,Generation 12.1,Intel,10 nm,unknown,95 mm²,"Nov 11th, 2020",2021,H3C Graphics,,,Active,,,PCIe 3.0 x16,,900 MHz,1550 MHz,,,"2133 MHz
										
					4.3 Gbps effective",8 GB,LPDDR4X,128 bit,68.26 GB/s,768.0,48,24,,,,,1024 KB,16 MB,37.20 GPixel/s,74.40 GTexel/s,4.762 TFLOPS (2:1),2.381 TFLOPS,595.2 GFLOPS (1:4),Single-slot,,,,300 W,700 W,No outputs,1x 8-pin,,,12 (12_1),4.6,3.0,1.3,,,1
134,Intel Iris Plus Graphics G7,https://www.techpowerup.com/gpu-specs/iris-plus-graphics-g7.c3444,Ice Lake GT2,,Generation 11.0,Intel,10 nm+,unknown,unknown,"May 4th, 2020",,"HD Graphics-M
(Ice Lake)",,,Active,,,Ring Bus,2 in our database,300 MHz,1050 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,512.0,32,8,,,,,,,8.400 GPixel/s,33.60 GTexel/s,2.150 TFLOPS (2:1),"1,075 GFLOPS",268.8 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,9
135,Intel Iris Xe Graphics G4,https://www.techpowerup.com/gpu-specs/iris-xe-graphics-g4.c3679,Tiger Lake GT2,,Generation 12.1,Intel,10 nm,unknown,146 mm²,"Sep 2nd, 2020",,"HD Graphics-M
(Tiger Lake)",,,Active,,,Ring Bus,2 in our database,300 MHz,1100 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,384.0,24,12,,,,,,3.75 MB,13.20 GPixel/s,26.40 GTexel/s,1.690 TFLOPS (2:1),844.8 GFLOPS,211.2 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,0
136,Intel Iris Xe Graphics G7 80EU,https://www.techpowerup.com/gpu-specs/iris-xe-graphics-g7-80eu.c3678,Tiger Lake GT2,,Generation 12.1,Intel,10 nm,unknown,146 mm²,"Sep 2nd, 2020",,"HD Graphics-M
(Tiger Lake)",,,Active,,,Ring Bus,2 in our database,300 MHz,1100 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,640.0,40,20,,,,,1024 KB,3.75 MB,22.00 GPixel/s,44.00 GTexel/s,2.816 TFLOPS (2:1),"1,408 GFLOPS",352.0 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,7
137,Intel Iris Xe Graphics G7 96EU,https://www.techpowerup.com/gpu-specs/iris-xe-graphics-g7-96eu.c3677,Tiger Lake GT2,,Generation 12.1,Intel,10 nm,unknown,146 mm²,"Sep 2nd, 2020",,"HD Graphics-M
(Tiger Lake)",,,Active,,,Ring Bus,2 in our database,300 MHz,1100 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,768.0,48,24,,,,,1024 KB,3.75 MB,26.40 GPixel/s,52.80 GTexel/s,3.379 TFLOPS (2:1),1.690 TFLOPS,422.4 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,5
138,Intel Iris Xe MAX Graphics,https://www.techpowerup.com/gpu-specs/iris-xe-max-graphics.c3737,DG1,,Generation 12.1,Intel,10 nm,unknown,95 mm²,"Oct 31st, 2020",,"HD Graphics-M
(Tiger Lake)",,,Active,,,PCIe 4.0 x8,2 in our database,300 MHz,1650 MHz,,,"2133 MHz
										
					4.3 Gbps effective",4 GB,LPDDR4X,128 bit,68.26 GB/s,768.0,48,24,,,,,1024 KB,16 MB,39.60 GPixel/s,79.20 GTexel/s,5.069 TFLOPS (2:1),2.534 TFLOPS,633.6 GFLOPS (1:4),IGP,,,,25 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,6
139,Intel UHD Graphics 610,https://www.techpowerup.com/gpu-specs/uhd-graphics-610.c3602,Comet Lake GT1,,Generation 9.5,Intel,14 nm+++,unknown,unknown,"Apr 30th, 2020",,"HD Graphics
(Comet Lake)",,,Active,,,Ring Bus,2 in our database,350 MHz,1050 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,96.0,12,2,,,,,,,2.100 GPixel/s,12.60 GTexel/s,403.2 GFLOPS (2:1),201.6 GFLOPS,50.40 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,,3
